UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Thomas Hintzen,@TMHintzen,2020-04-12T12:00:55.000Z,"Diese ""Wir alten Millionäre bleiben zuhause""-Sache könnte fast das Dämlichste sein, was die Bild je verzapft hat. Und man weiß, da kommt ja einiges zusammen. #COVID19",,,,1,5,[],https://twitter.com/TMHintzen/status/1249306501241602048
Heiko Schomberg,@schomberg,2020-04-12T17:28:27.000Z,Dank #COVID19 sehe ich aus wie Geordi La Forge.,"Eicke
@eickefrohwein
 · 12. Apr. 2020
Osterbrunch 2.0
(die Balken sind voll echt)",,1,,3,"['https://pbs.twimg.com/profile_images/1397203469514285059/IFZIkJVF_mini.jpg', 'https://pbs.twimg.com/media/EVawv-hXkAEgf8v?format=jpg&name=small']",https://twitter.com/schomberg/status/1249388928571969536
kerstin soederblom,@KSoederblom,2020-04-12T17:18:12.000Z,"Fröhliche #Ostern Happy#Easter! In spite of #covid19 #corona #Easter means #hope and #trust that #together we can make it! #solidarity #mindulness @ Cologne, Germany https://instagram.com/p/B-44_nEAXEw/?igshid=1oxi1obyfjd7s…",,,,,2,[],https://twitter.com/KSoederblom/status/1249386349200920576
Einfach nur Phil,@nennmichPhil,2020-04-13T15:58:31.000Z,"Anfang März habe ich meine Freundin das letzte mal gesehen. Danach grippaler Infekt, jetzt #COVID19 Beschränkungen.
Haben uns grade kurz getroffen.
Abstand. Am Ende kurz sowas wie umarmt.
Es tut weh. Und ich bin einer von ganz vielen Menschen die im Gesundheitswesen arbeiten (1)",,,3,1,17,[],https://twitter.com/nennmichPhil/status/1249728684883394561
Videoleben,@videoleben,2020-04-13T14:54:06.000Z,"Selbstgemacht - #Maske aus einem Kaffeefilter - besser als gar keine #Atemschutzmaske
https://youtu.be/5pDZMfVnVZg
#Corona #coronavirusdeutschland #coronavirus #CoronaVirusUpdate #CoronaVirusDE #Outbreak #CoronaOutbreak #Covid19 #Videoleben #Hamsterkäufe #Mundschutz #Maskenpflicht",,,,3,6,['https://pbs.twimg.com/media/EVfe3LrXgAA_q0u?format=jpg&name=360x360'],https://twitter.com/videoleben/status/1249712472271003648
Heiko Schomberg,@schomberg,2020-04-13T08:16:08.000Z,"Ich bin mittlerweile fast sicher, dass ich in diesem Jahr kein Fußballspiel mehr live im Stadion sehen werde. 

#COVID19",,,4,,7,[],https://twitter.com/schomberg/status/1249612322047492098
Christian Frank,@chfrank_cgn,2020-04-13T21:00:52.000Z,This can and should be a moment when the world realizes that the risks associated with fossil fuels truly are a matter of life and death: https://amp.cnn.com/cnn/2020/04/13/opinions/covid-19-climate-change-air-pollution-sutter/index.html?__twitter_impression=true… #FridaysForFuture #ClimateEmergency #COVID19 #DigitalStrike,"Opinion: What does air pollution have to do with Covid-19?
John D. Sutter writes that of all the risks talked about during the global coronavirus pandemic, air pollution is one not getting the attention it deserves. A preliminary study found overlap between...
amp.cnn.com",,,1,1,[],https://twitter.com/chfrank_cgn/status/1249804771705401346
aboutlastyear,@aboutlastyear,2020-04-14T20:56:16.000Z,"Nach langer Zeit- endlich wieder
#blutspenden
#COVID19 ist ein guter Grund wieder mehr an seine Mitmenschen zu denken. 
450ml- bestens investiert. 
@UKKoeln
, danke an die wunderbare Betreuung
#SharingIsCaring
#spenden #lebenretten",,,,,3,[],https://twitter.com/aboutlastyear/status/1250166001511079938
#Hambi bleibt,@DanniPilger,2020-04-14T09:20:59.000Z,https://youtube.com/playlist?list=PLzFYjJINUTznFu9uVKrujXt2uXyjWAjdS… 14.4.19 da wegen #COVID19 alles abgesagt ist gibt es alte Videos von mir #ZuhauseBleiben #hambacherwald #alledörferbleiben #AnimalCrossingNewHorizons #fckrwe #CoronaLockdown,"Waldspaziergang Hambacher Wald 14.4.19
youtube.com",,,2,2,['https://pbs.twimg.com/card_img/1396196476259344387/pj3RBmkE?format=jpg&name=240x240'],https://twitter.com/DanniPilger/status/1249991028800618497
Oliver Stolz,@Stolz_Ohligs,2020-04-14T21:00:55.000Z,"Nun ist es an der Zeit, verantwortungsvoll wieder zu starten. Was wir aber sicher nicht brauchen, ist eine #Maskenpflicht. Ein Staat, der seine Bürger nicht ausreichend versorgen kann, kann deren Nutzung auch nicht verlangen. #maskeauf #CoronaVirusDE #COVID19 #lockdown ",,⚓ 🦠,1,,1,[],https://twitter.com/Stolz_Ohligs/status/1250167174150459394
gese.the.real,@gese_the_real,2020-04-14T21:01:41.000Z,Lets hope.... #Coronakrise #COVID19 #CoronaVirusDE #Corona #COVID2019 #CoronavirusPandemic,"Olaf Gersemann
@OlafGersemann
 · 14. Apr. 2020
Italy has flattened the curve, too! 

Der Zuwachs der AKTIVEN #Coronavirus-Fälle steigt um 675, meldet der Zivilschutz. Das ist der geringste tägliche Zuwachs seit mehr als einem Monat. 

@welt",🙏 🙏,,,,"['https://pbs.twimg.com/profile_images/1132026332437778434/G-xmWu5B_mini.jpg', 'https://pbs.twimg.com/media/EVlP2b0XgAE7FB5?format=jpg&name=small']",https://twitter.com/gese_the_real/status/1250167364588572675
UN Bonn,@UNBonn,2020-04-14T08:22:52.000Z,"The #COVID19 #pandemic affects everyone, everywhere. ⁠
⁠But it affects different groups of people differently, deepening existing #inequalities.⁠
⁠
Gender #equality and #WomensRights are essential to getting through this pandemic and to building a better future for everyone.",,,1,1,5,['https://pbs.twimg.com/ext_tw_video_thumb/1249975844564602881/pu/img/zF2agOlIloVjRVEq.jpg'],https://twitter.com/UNBonn/status/1249976403380056064
UN Bonn,@UNBonn,2020-04-14T08:22:52.000Z,"The #COVID19 #pandemic affects everyone, everywhere. ⁠
⁠But it affects different groups of people differently, deepening existing #inequalities.⁠
⁠
Gender #equality and #WomensRights are essential to getting through this pandemic and to building a better future for everyone.","2:18
98 Mal angezeigt",,1,1,5,[],https://twitter.com/UNBonn/status/1249976403380056064
