,
2020-03-26,-16.304867856010773
2020-03-27,1.5259961579041281
2020-03-30,17.882954345149674
2020-03-31,-8.992673354986827
2020-04-02,53.170834069625215
2020-04-03,20.608294930880955
2020-04-06,-2.2545385221962646
2020-04-07,-5.20355743294251
2020-04-08,-43.70317031097514
2020-04-14,106.7165598605514
2020-04-16,26.073785005996434
2020-04-20,23.952700260266024
2020-04-22,-4.415403605465454
2020-04-24,1.5221137277430157
2020-04-28,106.46274646949867
2020-04-30,-4.710068924181347
2020-05-05,-19.26045688404277
2020-05-07,-29.06889940378383
2020-05-12,-16.70659722222233
2020-05-14,-33.62932969852872
2020-05-19,-36.62212345452051
2020-05-26,47.569681997570456
2020-05-28,-1.9207683073221233
2020-06-02,42.87634408603115
2020-06-04,15.86234640140473
2020-06-09,-16.70146137787099
2020-06-11,-21.560981617942485
2020-06-23,-31.435960591133863
2020-06-24,30.062437059416556
2020-07-16,-23.512577195360382
2020-08-06,130.30104712042825
2020-08-27,67.14285714285997
2020-09-01,-11.333505509642697
2020-09-08,-13.616647127783235
2020-09-15,3.512647404274349
2020-09-22,30.193807167490633
2020-09-29,5.302071679333552
2020-10-06,-4.529124320356291
2020-10-13,19.267645858833948
2020-10-20,166.82095343680945
2020-10-27,-11.12736150762109
2020-11-03,-4.516428056444028
2020-11-10,-2.004012778545323
2020-11-17,1.2746191007039371
2020-11-24,-5.053697651939984
2020-12-01,6.438923045355566
2020-12-08,6.9666720904092845
2020-12-15,36.133838355859325
2021-01-05,21.262938656791786
2021-01-12,27.361638249468072
2021-01-19,-18.00444990026156
2021-01-26,9.29238719936202
2021-02-02,4.801622993665157
2021-02-09,-35.505259002175016
2021-02-16,130.01977505972582
2021-02-23,12.371245845653542
2021-03-02,-27.343371003685828
2021-03-09,1.497514830849174
2021-03-16,-19.240398843154015
2021-03-23,17.959597632159298
2021-03-30,-4.970047283219225
2021-04-06,8.82825426127297
2021-04-13,8.2550928429623
2021-04-20,24.621109081591165
2021-04-27,-15.001654805453086
2021-05-04,45.64409431536613
2021-05-11,34.084442349730544
2021-05-18,13.009886727984028
2021-05-25,10.15831848884293
